Source,Target,Title,Year,Citations
118,4370,Model-based branching point detection in single-cell data by K-branches clustering,2017.0,9.0
118,7117,Bayesian parameter estimation for biochemical reaction networks using region-based adaptive parallel tempering,2018.0,9.0
118,11035,Conditional out-of-distribution generation for unpaired data using transfer VAE,2020.0,nan
118,11036,Conditional out-of-distribution generation for unpaired data using transfer VAE,2020.0,nan
118,12625,Automatic identification of relevant genes from low-dimensional embeddings of single-cell RNA-seq data,2020.0,nan
118,12868,Automatic identification of relevant genes from low-dimensional embeddings of single-cell RNA-seq data,2020.0,nan
118,12869,Automatic identification of relevant genes from low-dimensional embeddings of single-cell RNA-seq data,2020.0,nan
118,12870,Automatic identification of relevant genes from low-dimensional embeddings of single-cell RNA-seq data,2020.0,nan
119,117,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
119,118,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
119,120,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
120,117,Optimization and profile calculation of ODE models using second order adjoint sensitivity analysis,2018.0,7.0
120,117,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
120,117,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
120,117,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
120,118,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
120,118,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
120,118,A scalable moment-closure approximation for large-scale biochemical reaction networks,2017.0,nan
120,118,Bayesian parameter estimation for biochemical reaction networks using region-based adaptive parallel tempering,2018.0,9.0
120,119,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
120,298,Robust parameter estimation for dynamical systems from outlier-corrupted data,2017.0,26.0
120,299,Benchmark problems for dynamic modeling of intracellular processes,2019.0,33.0
120,299,Robust parameter estimation for dynamical systems from outlier-corrupted data,2017.0,26.0
120,299,Hierarchical optimization for the efficient parametrization of ODE models,2018.0,10.0
120,1360,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
120,1791,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
120,1791,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
120,2017,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
120,2018,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
120,2019,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
120,2244,"Analysis of CFSE time-series data using division-, age- and label-structured population models",2016.0,32.0
120,3271,Optimization and profile calculation of ODE models using second order adjoint sensitivity analysis,2018.0,7.0
120,3272,Bayesian parameter estimation for biochemical reaction networks using region-based adaptive parallel tempering,2018.0,9.0
120,4021,A scalable moment-closure approximation for large-scale biochemical reaction networks,2017.0,nan
120,6633,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
120,6895,Hierarchical optimization for the efficient parametrization of ODE models,2018.0,10.0
120,7117,Bayesian parameter estimation for biochemical reaction networks using region-based adaptive parallel tempering,2018.0,9.0
120,7540,"pyABC: distributed, likelihood-free inference",2017.0,9.0
120,7541,"pyABC: distributed, likelihood-free inference",2017.0,9.0
120,8696,Benchmark problems for dynamic modeling of intracellular processes,2019.0,33.0
120,9492,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
120,9493,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
120,10922,Benchmark problems for dynamic modeling of intracellular processes,2019.0,33.0
120,10923,Benchmark problems for dynamic modeling of intracellular processes,2019.0,33.0
121,122,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
121,123,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
121,124,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
122,121,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
122,123,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
122,124,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
122,10464,onlineFDR: an R package to control the false discovery rate for growing data repositories,2019.0,6.0
122,10465,onlineFDR: an R package to control the false discovery rate for growing data repositories,2019.0,6.0
122,10466,onlineFDR: an R package to control the false discovery rate for growing data repositories,2019.0,6.0
123,121,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
123,122,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
123,124,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
123,853,Information-optimal genome assembly via sparse read-overlap graphs,2016.0,13.0
123,854,Information-optimal genome assembly via sparse read-overlap graphs,2016.0,13.0
123,855,Information-optimal genome assembly via sparse read-overlap graphs,2016.0,13.0
124,121,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
124,122,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
124,123,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
125,126,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
125,126,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
125,127,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
125,127,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
125,128,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
125,128,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
125,128,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
125,129,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
125,129,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
125,5566,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
125,5567,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
125,7387,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
126,125,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
126,125,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
126,127,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
126,127,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
126,128,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
126,128,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
126,129,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
126,129,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
126,5564,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
126,5565,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
126,5566,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
126,5567,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
127,125,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
127,125,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
127,126,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
127,126,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
127,128,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
127,128,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
127,129,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
127,129,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
127,10018,6mA-Finder: a novel online tool for predicting DNA N6-methyladenine sites in genomes,2020.0,9.0
127,10020,6mA-Finder: a novel online tool for predicting DNA N6-methyladenine sites in genomes,2020.0,9.0
127,13051,6mA-Finder: a novel online tool for predicting DNA N6-methyladenine sites in genomes,2020.0,9.0
128,125,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
128,125,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
128,125,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
128,126,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
128,126,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
128,127,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
128,127,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
128,129,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
128,129,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
128,5566,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
128,5567,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
128,7387,ProAcePred: prokaryote lysine acetylation sites prediction based on elastic net feature optimization,2018.0,10.0
129,125,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
129,125,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
129,126,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
129,126,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
129,127,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
129,127,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
129,128,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
129,128,Accurate in silico prediction of species-specific methylation sites based on information gain feature optimization,2016.0,48.0
130,131,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
130,132,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
130,133,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
130,134,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
131,130,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
131,132,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
131,133,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
131,134,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
131,10432,maTE: discovering expressed interactions between microRNAs and their targets,2019.0,2.0
131,10433,maTE: discovering expressed interactions between microRNAs and their targets,2019.0,2.0
132,130,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
132,131,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
132,133,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
132,134,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
133,130,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
133,131,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
133,132,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
133,134,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
134,130,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
134,131,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
134,132,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
134,133,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
135,136,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
135,137,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
135,138,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
135,139,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
136,135,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
136,137,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
136,138,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
136,139,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
137,135,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
137,136,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
137,138,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
137,139,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
138,135,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
138,136,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
138,137,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
138,139,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
139,135,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
139,136,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
139,137,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
139,138,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
140,141,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
140,142,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
140,143,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
140,144,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
141,140,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
141,142,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
141,143,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
141,144,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
142,140,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
142,141,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
142,143,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
142,144,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
143,140,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
143,141,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
143,142,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
143,144,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
144,140,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
144,141,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
144,142,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
144,143,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
144,856,Extending partial haplotypes to full genome haplotypes using chromosome conformation capture data,2016.0,17.0
144,857,Extending partial haplotypes to full genome haplotypes using chromosome conformation capture data,2016.0,17.0
145,146,Analyzing user-generated online content for drug discovery: development and use of MedCrawler,2017.0,3.0
146,145,Analyzing user-generated online content for drug discovery: development and use of MedCrawler,2017.0,3.0
147,148,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
147,149,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
147,150,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
147,151,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
148,147,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
148,149,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
148,150,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
148,151,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
149,147,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
149,148,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
149,150,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
149,151,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
150,147,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
150,148,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
150,149,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
150,151,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
151,147,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
151,148,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
151,149,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
151,150,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
152,153,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
152,154,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
152,155,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
152,156,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
153,152,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
153,154,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
153,155,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
153,156,CoABind: a novel algorithm for Coenzyme A (CoA)- and CoA derivatives-binding residues prediction,2018.0,7.0
153,156,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
153,156,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
153,156,Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
153,156,mTM-align: an algorithm for fast and accurate multiple protein structure alignment,2018.0,19.0
153,156,RNA inter-nucleotide 3D closeness prediction by deep residual neural networks,2020.0,nan
153,156,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
153,1376,mTM-align: an algorithm for fast and accurate multiple protein structure alignment,2018.0,19.0
153,1725,APOD: accurate sequence-based predictor of disordered flexible linkers,2020.0,nan
153,2742,mTM-align: an algorithm for fast and accurate multiple protein structure alignment,2018.0,19.0
153,4512,Protein contact prediction using metagenome sequence data and residual neural networks,2020.0,20.0
153,4826,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
153,4826,Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
153,4826,Protein contact prediction using metagenome sequence data and residual neural networks,2020.0,20.0
153,6041,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
153,6041,RNA inter-nucleotide 3D closeness prediction by deep residual neural networks,2020.0,nan
153,6041,Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
153,6534,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
153,6535,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
153,8007,CoABind: a novel algorithm for Coenzyme A (CoA)- and CoA derivatives-binding residues prediction,2018.0,7.0
153,8553,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
153,8554,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
153,9949,Protein contact prediction using metagenome sequence data and residual neural networks,2020.0,20.0
153,9950,Protein contact prediction using metagenome sequence data and residual neural networks,2020.0,20.0
153,10986,APOD: accurate sequence-based predictor of disordered flexible linkers,2020.0,nan
153,11474,RNA inter-nucleotide 3D closeness prediction by deep residual neural networks,2020.0,nan
154,152,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
154,153,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
154,155,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
154,156,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
155,152,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
155,153,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
155,154,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
155,156,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
156,152,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
156,153,CoABind: a novel algorithm for Coenzyme A (CoA)- and CoA derivatives-binding residues prediction,2018.0,7.0
156,153,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
156,153,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
156,153,Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
156,153,mTM-align: an algorithm for fast and accurate multiple protein structure alignment,2018.0,19.0
156,153,RNA inter-nucleotide 3D closeness prediction by deep residual neural networks,2020.0,nan
156,153,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
156,154,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
156,155,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
156,464,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,465,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,466,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,467,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,1374,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,1375,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,1376,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
156,1376,mTM-align: an algorithm for fast and accurate multiple protein structure alignment,2018.0,19.0
156,2742,mTM-align: an algorithm for fast and accurate multiple protein structure alignment,2018.0,19.0
156,4826,Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
156,4826,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
156,4826,DLTree: efficient and accurate phylogeny reconstruction using the dynamical language method,2017.0,4.0
156,4827,DLTree: efficient and accurate phylogeny reconstruction using the dynamical language method,2017.0,4.0
156,6041,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
156,6041,RNA inter-nucleotide 3D closeness prediction by deep residual neural networks,2020.0,nan
156,6041,Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
156,6534,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
156,6535,Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
156,8007,CoABind: a novel algorithm for Coenzyme A (CoA)- and CoA derivatives-binding residues prediction,2018.0,7.0
156,8553,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
156,8554,CATHER: a novel threading algorithm with predicted contacts,2020.0,1.0
156,11474,RNA inter-nucleotide 3D closeness prediction by deep residual neural networks,2020.0,nan
157,158,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
157,159,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
157,160,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
157,161,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
158,157,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
158,159,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
158,160,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
158,161,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
158,448,Mechanisms to protect the privacy of families when using the transmission disequilibrium test in genome-wide association studies,2017.0,7.0
158,1924,pETM: a penalized Exponential Tilt Model for analysis of correlated high-dimensional DNA methylation data,2017.0,10.0
158,3899,Mechanisms to protect the privacy of families when using the transmission disequilibrium test in genome-wide association studies,2017.0,7.0
158,3900,Mechanisms to protect the privacy of families when using the transmission disequilibrium test in genome-wide association studies,2017.0,7.0
158,3901,Mechanisms to protect the privacy of families when using the transmission disequilibrium test in genome-wide association studies,2017.0,7.0
158,5195,pETM: a penalized Exponential Tilt Model for analysis of correlated high-dimensional DNA methylation data,2017.0,10.0
158,5196,Using association signal annotations to boost similarity network fusion,2019.0,8.0
158,5196,pETM: a penalized Exponential Tilt Model for analysis of correlated high-dimensional DNA methylation data,2017.0,10.0
158,5197,pETM: a penalized Exponential Tilt Model for analysis of correlated high-dimensional DNA methylation data,2017.0,10.0
158,10621,Using association signal annotations to boost similarity network fusion,2019.0,8.0
158,10621,mirPLS: a partial linear structure identifier method for cancer subtyping using microRNAs,2020.0,nan
158,10622,Using association signal annotations to boost similarity network fusion,2019.0,8.0
158,12351,mirPLS: a partial linear structure identifier method for cancer subtyping using microRNAs,2020.0,nan
159,157,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
159,158,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
159,160,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
159,161,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
160,157,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
160,158,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
160,159,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
160,161,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
161,157,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
161,158,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
